id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
subscription_cancel_b054_v04,subscription_cancel_b054,Meri subscription terminte karen ka procses kya hai? motnhly subscrpition stop karin hai; membesrhip cancel kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b054_v05,subscription_cancel_b054,Meri subscription terminate karne ka process kya hai? monthly subscription stop karni hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b054_v06,subscription_cancel_b054,Meri subscription terminate karne ka process kya hai?? monthly subscription stop karni hai; membership cancel kar do...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b054_v07,subscription_cancel_b054,meri subscirption terimnate krane ka process kya hai? monthyl subscriptoin stop karin hai; membershp cnacel kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b054_v08,subscription_cancel_b054,meri subscription terminate karne ka process kya hai? monthly subscription stop karni hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b054_v09,subscription_cancel_b054,Meri sub terminate karne ka process kya hai? monthly sub stop karni hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b054_v10,subscription_cancel_b054,Meri subscription terminate karne kaaa process kya hai? monthly subscription stop karni hai; membership cancel kar do 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b055_v01,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,test,original_constructed
subscription_cancel_b055_v02,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,test,original_constructed
subscription_cancel_b055_v03,subscription_cancel_b055,"mujhe lagta hai, sub cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,test,original_constructed
subscription_cancel_b055_v04,subscription_cancel_b055,"mjuhe lagta hai, susbcription cancel karni hai; auto renewla off karna hai; next renewal nahi chahiye",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,test,original_constructed
subscription_cancel_b055_v05,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b055_v06,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,test,original_constructed
subscription_cancel_b055_v07,subscription_cancel_b055,"muhje lgata hai, subscripiton canecl karin hai; auto renweal off karna hai; next rneewal nahi chaihye",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,test,original_constructed
subscription_cancel_b055_v08,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b055_v09,subscription_cancel_b055,"mujhe lagta hai, sub cancel karni hai; auto renewal off karna hai; next renewal nahi chahiye 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b055_v10,subscription_cancel_b055,"mujhe lagta hai, subscription cancel karni hai; auto renewal offff karna hai; next renewal nahi chahiye 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b056_v01,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b056_v02,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b056_v03,subscription_cancel_b056,"membership stop karni hai, sub band karni hai; sub band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b056_v04,subscription_cancel_b056,"membership stop karin hai, subscription band karni hai; subscriptino band krani hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b056_v05,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b056_v06,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni hai...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b056_v07,subscription_cancel_b056,"membershi stop krani hai, subscrpition band karni hai; sbuscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b056_v08,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b056_v09,subscription_cancel_b056,"membership stop karni hai, sub band karni hai; sub band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b056_v10,subscription_cancel_b056,"membership stop karni hai, subscription band karni hai; subscription band karni haiii 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b057_v01,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b057_v02,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b057_v03,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly sub stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b057_v04,subscription_cancel_b057,pls next renewla nahi chaihye kyunik auto renewla off karna hai; monthly subscription stop kanri hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b057_v05,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b057_v06,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b057_v07,subscription_cancel_b057,pls next reneal nahi cahhiye kynki auto renewal off karan hai; mnothly sbscription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b057_v08,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b057_v09,subscription_cancel_b057,pls next renewal nahi chahiye kyunki auto renewal off karna hai; monthly sub stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b057_v10,subscription_cancel_b057,plsss next renewal nahi chahiye kyunki auto renewal off karna hai; monthly subscription stop karni hai 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b058_v01,subscription_cancel_b058,auto-renewal band kar do; subscription band karni hai; plan ab continue nahi karna?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,test,original_constructed
subscription_cancel_b058_v02,subscription_cancel_b058,auto-renewal band kar do; subscription band karni hai; plan ab continue nahi karna?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,test,original_constructed
subscription_cancel_b058_v03,subscription_cancel_b058,auto-renewal band kar do; sub band karni hai; plan ab continue nahi karna?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,test,original_constructed
subscription_cancel_b058_v04,subscription_cancel_b058,autorenweal-renewal band kar do; subscripiton band karni hai; plan ab contiue nahi kanra?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,test,original_constructed
subscription_cancel_b058_v05,subscription_cancel_b058,auto-renewal band kar do; subscription band karni hai; plan ab continue nahi karna? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b058_v06,subscription_cancel_b058,auto-renewal band kar do; subscription band karni hai; plan ab continue nahi karna??,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,test,original_constructed
subscription_cancel_b058_v07,subscription_cancel_b058,autornewal-renewal band kar do; sbscription band kanri hai; plan ab continue nahi kanra?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,test,original_constructed
subscription_cancel_b058_v08,subscription_cancel_b058,auto-renewal band kar do; subscription band karni hai; plan ab continue nahi karna? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
